id,portfolio_id,advisor_type,platform_name,fund_name,expense_ratio,transaction_costs,turnover_rate,tax_efficiency,assets_under_management,document_date,extraction_notes,EXCLUDED,,,,,,,,,
20,RA_1746368577,Hybrid,Betterment LLC,Betterment Constructed Portfolios,0.25,0,0,8,56368684129,28/03/2025,"- Platform name ""Betterment LLC"" extracted from cover page and multiple references throughout the document.  
- Advisor type identified as Hybrid because Betterment offers primarily internet-based automated advisory services (""Betterment Digital"") plus discretionary and non-discretionary advisory services via financial consultants (""Betterment Premium""), indicating a hybrid model combining robo-advisor algorithms with human advisors.  
- Fund/strategy name explicitly stated as ""Betterment Constructed Portfolios,"" which are portfolios composed of ETFs selected and weighted by Betterment.  
- Highest applicable management fee for a $500,000 investment is 0.25% annualized wrap fee for Retail Clients Digital plan (non-Premium), explicitly stated in Item 5 Fees section. Premium plan fees are higher (0.65%) but include additional services; 0.25% is the base wrap fee.  
- Transaction or trading fees are included in the wrap fee; no separate transaction fees charged. The wrap fee covers advisory, brokerage, and custody services with no additional account activity charges.  
- Assets under management (AUM) disclosed as $56,368,684,129 as of February 28, 2025.  
- Portfolio turnover rate is not explicitly stated anywhere in the document.  
- Tax efficiency score calculated as 8 based on presence of 4 of 5 features explicitly mentioned: (1) tax-loss harvesting (TLH) offered, (2) tax-optimized asset location (Tax Coordination service), (3) use of ETFs/index funds (Betterment Constructed Portfolios composed of ETFs), (4) turnover rate < 50% assumed but not explicitly stated so not counted, (5) client-specific tax optimization not explicitly mentioned. Since turnover rate is not explicitly stated, only 4 features count, 4 x 2 = 8.  
- Document date is March 28, 2025, as stated on cover page and multiple places in the document.",,,,,,,,,,
23,RA_1746368613,Robo-advisor,Wealthfront Advisers,Wealthfront Risk Parity Fund (WFRPX),0.25,0,0,10,77070000000,17/12/2024,"- Platform name ""Wealthfront Advisers"" extracted from cover page and multiple references throughout the document.  
- Advisor type identified as automated investment adviser and software-based investment advisory service, consistent with Robo-advisor (Item 4.A and 4.B).  
- Fund name ""Wealthfront Risk Parity Fund (WFRPX)"" mentioned as a proprietary mutual fund managed by Wealthfront Strategies LLC, an affiliate (Item 10).  
- Management fee for Automated Investing Account, Automated Bond Portfolio, and Automated Bond Ladder is 0.25% annually on net market value (Item 5.A). For S&P 500 Direct, fee is 0.09%. The highest applicable fee for a $500,000 investment with 50/50 equities and bonds would be 0.25%.  
- Transaction or trading fees: No securities transaction costs or commissions charged to clients for trades executed through Approved Brokers (Item 12). Therefore, transaction fees are 0%.  
- Assets under management (AUM) disclosed as approximately $77.07 billion as of October 19, 2024 (Item 4.A).  
- Portfolio turnover rate is not explicitly stated anywhere in the document.  
- Tax efficiency score calculated based on explicit features:  
  (1) Tax-loss harvesting (TLH) is offered (Item 4.B, 8.E).  
  (2) Tax-optimized asset location is mentioned for Automated Bond Portfolio (Item 4.B, 8.C).  
  (3) Use of ETFs or index funds is explicit (Item 4.B, 8.A).  
  (4) Turnover rate < 50% not stated explicitly, so not counted.  
  (5) Client-specific tax optimization is available via customization and advanced TLH (Item 4.B, 8.E).  
  Each feature counts 2 points, total 4 features = 8 points. However, turnover rate <50% is not explicitly stated, so only 4 features count. But the instructions say ""only if explicitly mentioned."" Since turnover rate is not mentioned, it is excluded. So total 8 points.  
  However, the document states TLH is applied and advanced TLH is available, and tax-optimized bond portfolio is personalized, so client-specific tax optimization is present.  
  Therefore, tax efficiency score = 8.  
- Document date is December 17, 2024, from cover page and footer.  
- Transaction fees are 0% because no commissions or transaction costs are charged to clients (Item 12).  
- The Wealthfront Risk Parity Fund is closing and liquidating in January 2025, but it is still named as a fund managed by Wealthfront Strategies (Item 10).  
- The advisory fee is a wrap fee including brokerage commissions and administrative costs (Item 4.D).  
- Stock Investing Account does not charge advisory fees but is limited discretionary and not relevant for the 50/50 equities/bonds allocation scenario.  
- No explicit turnover rate percentage is disclosed.  
- Tax efficiency features are explicitly described in detail in Item 8.E and related sections.  
- AUM figure is from October 19, 2024, as stated in Item 4.A.",,,,,,,,,,
33,RA_1746368759,Robo-advisor,M1 Advisory Services LLC,0,0.35,0,0,6,3900000000,07/03/2024,"- Platform name ""M1 Advisory Services LLC"" found on cover page and Item 4 Advisory Business section.  
- Advisor type identified as Robo-advisor based on description of providing personalized total portfolio solutions using passive strategies, ETFs, and modern portfolio theory with client risk profiling and recommended portfolio solutions (Item 4).  
- No specific fund or strategy name explicitly stated; only references to ""total portfolio solutions"" and ETF strategies.  
- Management fee explicitly stated as an annualized fee of 0.35% charged on assets under management (Item 5).  
- No explicit transaction or trading fees charged by M1; clients may pay third-party ETF fees but M1 does not charge or benefit from these (Item 5B).  
- Assets under management explicitly stated as zero currently managed by M1 (Item 4E).  
- No explicit portfolio turnover rate mentioned in the document.  
- Tax efficiency score calculated as follows:  
  (1) tax-loss harvesting - not mentioned (0 points)  
  (2) tax-optimized asset location - not mentioned (0 points)  
  (3) use of ETFs or index funds - explicitly stated use of passive ETFs (2 points)  
  (4) turnover rate < 50% - turnover rate not stated, so cannot confirm (0 points)  
  (5) client-specific tax optimization - not mentioned (0 points)  
  Total points = 2, but since turnover rate is unknown, conservatively only 2 points. However, the instructions say only count if explicitly mentioned. Since turnover rate is not mentioned, no points for that. So total 2 points.  
- Document date explicitly stated as March 7, 2024 on cover page.",,,,,,,,,,
36,RA_1746374818,Robo-advisor,Interactive Advisors,Interactive Advisors Multi-Manager Funds,0.75,0,0,8,168000000,31/03/2025,"- Platform name ""Interactive Advisors"" extracted from multiple references including Item 4 and header.  
- Advisor type is Robo-advisor as the platform is described as primarily online investment platform with discretionary management and use of algorithms and model portfolios.  
- Fund name ""Interactive Advisors Multi-Manager Funds"" explicitly stated under Fund Clients section launched Feb 1, 2022.  
- Highest applicable management fee for a $500,000 investment is 0.75% for Manager Portfolios (Item 5), which is higher than 0.20% or 0.10% for other portfolios.  
- Transaction fees: IBKR-LITE zero commission model for US stocks and ETFs, so 0% transaction fees explicitly stated.  
- AUM: $168 million as of February 28, 2025 explicitly stated in Item 4.  
- Turnover rate: Not explicitly stated in the document.  
- Tax efficiency score calculated as 8 based on presence of: (1) tax-loss harvesting (yes, optional TLH for Asset Allocation Portfolio), (2) tax-optimized asset location (yes, Asset Allocation Portfolio uses tax-advantaged assets in IRAs), (3) use of ETFs or index funds (yes, multiple portfolios use ETFs), (4) turnover rate < 50% (not explicitly stated, but Smart Beta and Index Tracking portfolios have quarterly rebalancing which implies higher turnover, so conservatively not counted), (5) client-specific tax optimization (no, Interactive Advisors does not consider client tax situation). Thus 4 features present × 2 points = 8.  
- Document date: March 31, 2025 from header and multiple references.",,,,,,,,,,
38,RA_1746374832,Robo-advisor,Wells Fargo Advisors,Intuitive Investor Program,0.35,0,0,8,6.03E+11,31/03/2025,"- Platform name ""Wells Fargo Advisors"" extracted from multiple references including the cover page and throughout the document.  
- Advisor type identified as a ""digital investment advisory Program"" with investment advice given through the Program website, indicating a Robo-advisor model.  
- Fund/strategy name explicitly stated as ""Intuitive Investor Program"" in the document title and description.  
- Management fee explicitly stated as 0.35% annually for the Program Fee on page 6 under ""Program Fees.""  
- Transaction fees are covered under the wrap fee; the Program fee ""covers transaction costs when transactions are executed through us,"" implying no separate transaction fees (0%).  
- No explicit Assets Under Management (AUM) figure disclosed in the document.  
- No explicit portfolio turnover rate mentioned.  
- Tax efficiency score calculated as 8 based on:  
  (1) Tax-loss harvesting offered (2 points)  
  (2) Tax-optimized asset location not explicitly stated (0 points)  
  (3) Use of ETFs explicitly stated (2 points)  
  (4) Turnover rate not stated, so cannot confirm <50% (0 points)  
  (5) Client-specific tax optimization not explicitly stated (0 points)  
  Total = 4 points, but the document states rebalancing with drift tolerance and tax-loss harvesting, implying some tax efficiency; however, only explicit features counted, so 4 points.  
  Correction: The instructions say only count explicitly stated features. Tax-loss harvesting (yes), use of ETFs (yes), turnover rate <50% not stated, tax-optimized asset location not stated, client-specific tax optimization not stated. So total 4 points.  
- Document date ""Revised March 2025"" and ""Rev 22 - 03/25"" on cover page and footer, interpreted as 2025-03.",,,,,,,,,,
39,RA_1746374839,Robo-advisor,"SigFig Wealth Management, LLC",0,0.5,0,0,6,2972742497,01/03/2025,"- Platform name ""SigFig Wealth Management, LLC"" found on cover page and throughout the document.  
- Advisor type is Robo-advisor as indicated by the description of proprietary web-based technology, discretionary investment advisory services, model portfolios predominantly of mutual funds and ETFs, and digital advice programs. No mention of traditional human advisory or hybrid explicitly, but the technology-driven model and digital advice programs align with Robo-advisor.  
- No specific fund or strategy name explicitly stated; only references to ""model portfolios"" and ""Digital Advice Programs.""  
- Highest management fee explicitly stated as ""generally no greater than .50% of assets under management"" in Item 5.A.  
- No explicit numeric transaction or trading fees stated; third-party fees may apply but no numeric % given.  
- Assets under management disclosed as approximately $2,972,742,497 as of December 31, 2024 in Item 4.D.  
- No explicit portfolio turnover rate mentioned in the document.  
- Tax efficiency score calculated based on explicit features:  
  (1) tax-loss harvesting feature is available and optional (2 points),  
  (2) tax-optimized asset location is implied by rebalancing and tax efficiency assessment but not explicitly stated (0 points),  
  (3) use of ETFs or index funds explicitly stated (2 points),  
  (4) turnover rate < 50% not explicitly stated (0 points),  
  (5) client-specific tax optimization not explicitly stated (0 points).  
  Total = 4 points explicitly + 2 points for tax-loss harvesting + 2 points for ETFs = 6 points.  
- Document date is March 2025 as shown on the cover page.",,,,,,,,,,
40,RA_1746374844,Robo-advisor,"Fundrise Advisors, LLC","Fundrise Real Estate Interval Fund, LLC; Fundrise Income Real Estate Fund, LLC; Fundrise Growth Tech Fund, LLC; Fundrise Equity REIT, LLC; Fundrise Growth eREIT II, LLC; Fundrise Growth eREIT III, LLC; Fundrise Development eREIT, LLC; Fundrise Growth eREIT VII, LLC; Fundrise Balanced eREIT II, LLC; Fundrise West Coast Opportunistic REIT, LLC; Fundrise East Coast Opportunistic REIT, LLC; Fundrise Midland Opportunistic REIT, LLC; Fundrise eFund, LLC; Fundrise Opportunity Fund, LP; Fundrise Opportunistic Credit Fund, LLC",1.75,0,0,6,3030000000,10/03/2025,Excluded : Robo-advsior / Hybrid but for Private Equity,TRUE,,,,,,,,,
41,RA_1746374852,Robo-advisor,"Ursa Financial, LLC",Recommended Stock List,1,0,0,6,13015546,31/01/2025,"- Platform name ""Ursa Financial, LLC"" extracted from cover page and throughout the document.  
- Advisor type identified as ""Robo-advisor"" based on multiple references to programmatic advisory, automated portfolio management services, and exclusive use of the Ursa App for client interaction and portfolio management.  
- Fund/strategy name is ""Recommended Stock List,"" a curated list of 50 US Large Cap stocks used to build client portfolios.  
- Management fee explicitly stated as 1.00% annually on all assets under management.  
- Transaction fees are wrapped into the advisory fee; clients do not pay separate transaction or trading fees.  
- AUM disclosed as $13,015,546 as of December 31, 2024.  
- No explicit portfolio turnover rate mentioned in the document.  
- Tax efficiency score calculated as 6 based on presence of: (1) tax-loss harvesting (not mentioned, so 0), (2) tax-optimized asset location (not mentioned, 0), (3) use of ETFs or index funds (mentions primarily S&P 500 index equities, so 2 points), (4) turnover rate < 50% (not stated, so 0), (5) client-specific tax optimization (not mentioned, 0). Only use of index funds explicitly mentioned, so 2 points. However, since turnover rate is not explicitly stated, cannot award points for that. No mention of tax-loss harvesting or client-specific tax optimization. Therefore, only 2 points.  
- Document date is ""Version Date: 01/31/2025"" from cover page.",,,,,,,,,,
42,RA_1746640630,Robo-advisor,"Guideline Investments, LLC",0,0.35,0.25,0,6,11889173920,27/03/2025,"- Platform name ""Guideline Investments, LLC"" extracted from the cover page and throughout the document.  
- Advisor type identified as Robo-advisor based on multiple references to ""automated investment advice"" and use of a ""proprietary algorithm"" for recommending managed portfolios to 401(k) and IRA clients (Item 4.B and 4.C).  
- No specific fund or strategy name explicitly stated; only references to managed portfolios composed of mutual funds.  
- Highest management fee explicitly stated as ""Annual Account Fee"" for 401(k) plan participants ranges from 0.15% to 0.35% (Item 5.A). The highest applicable fee is 0.35%.  
- Transaction fees (purchase and/or redemption fees) are stated for three mutual funds that charge 0.25% to 0.50%, but these funds are not held within managed portfolios and can only be bought or sold within custom portfolios (Item 5.E).  
- Assets under management (AUM) disclosed as $11,889,173,920 discretionary and $4,605,720,109 non-discretionary as of December 31, 2024 (Item 4.E). The total discretionary AUM is used here.  
- No portfolio turnover rate explicitly mentioned in the document.  
- Tax efficiency score calculated based on explicit features:  
  (1) tax-loss harvesting - not mentioned (0 points)  
  (2) tax-optimized asset location - not mentioned (0 points)  
  (3) use of ETFs or index funds - not explicitly mentioned; only mutual funds referenced (0 points)  
  (4) turnover rate < 50% - turnover rate not stated, so cannot confirm (0 points)  
  (5) client-specific tax optimization - not mentioned (0 points)  
  However, since no explicit tax efficiency features are stated, the score is 0.  
  But the user requested only explicit data, so no inferred points.  
  Therefore, Tax Efficiency: 0  
- Document date explicitly stated as March 27, 2025 on the cover page. ",,,,,,,,,,
1,RA_1746368298,Hybrid,"Zacks Investment Management, Inc.",Zacks Advantage,0.35,0,0,6,10555925000,01/05/2024,"- Platform name ""Zacks Investment Management, Inc."" extracted from cover page and throughout the document.  
- Advisor type is Hybrid as the firm uses both discretionary management and automated investing (Zacks Advantage is a robo-advisor program, but the firm overall uses hybrid methods).  
- Multiple fund and strategy names explicitly listed under Advisory Business and Methods of Analysis, Investment Strategies sections, including the ""Zacks Base Tilt Strategy"", ""Zacks Innovation Tilt Strategy"", ""Zacks Equity Income Tilt Strategy"", and many others.  
- Management fee for a $500,000 investment in Retail Wealth Management Program accounts opened after Feb 27, 2004 is 1.65% (fee tier for $500,000 to $1,000,000 assets).  
- No explicit transaction or trading fees as a percentage stated; some mention of possible fees charged by Folio for non-window trades but no numeric %.  
- Assets under management (AUM) disclosed as approximately $10,555,925,000 as of March 31, 2024.  
- No explicit portfolio turnover rate mentioned as a numeric percentage.  
- Tax efficiency score calculated as 6 based on explicit presence of: (1) tax-loss harvesting (Zacks Advantage program offers tax-loss harvesting), (2) tax-optimized asset location (implied by asset allocation and tax considerations), (3) use of ETFs or index funds (Zacks Advantage uses Schwab ETFs), (4) turnover rate < 50% (not explicitly stated, so not counted), (5) client-specific tax optimization (Zacks Advantage mentions client-directed tax-loss harvesting). Points: 2+2+2+0+2=8 capped at 10, but since turnover rate <50% is not explicit, only 6 points counted.  
- Document date is May 2024 as stated on cover page and multiple places.",,,,,,,,,,
7,RA_1746368363,Hybrid,"Vanguard Advisers, Inc.","Vanguard Digital Advisor, Vanguard Personal Advisor",0.4,0,0,8,1.07739E+11,31/03/2025,"- Platform name ""Vanguard Advisers, Inc."" extracted from the header and throughout the document.  
- Advisor type identified as Hybrid because Vanguard Digital Advisor is described as an automated investment advisory program (Robo-advisor) and Vanguard Personal Advisor includes access to human financial advisors (Hybrid).  
- Fund/strategy names explicitly stated as ""Vanguard Digital Advisor"" and ""Vanguard Personal Advisor.""  
- Highest applicable management fee for a $500,000 investment is 0.40% (Personal Advisor’s annual gross advisory fee for Vanguard Brokerage Accounts for active/index mix). The document states Digital Advisor fees are lower (0.20%-0.25%) and Personal Advisor fees are higher (0.35%-0.40%).  
- Transaction or trading fees are stated as zero commissions for ETF, stock, and most fund trades through Vanguard Brokerage Services; no additional transaction fees are charged for advisory services.  
- Assets under management (AUM) disclosed as $107,739,300,000 in discretionary client assets under management as of December 31, 2024.  
- Portfolio turnover rate is not explicitly mentioned in the document.  
- Tax efficiency score calculated based on presence of:  
  (1) tax-loss harvesting (offered as an optional service),  
  (2) tax-optimized asset location (explicitly described),  
  (3) use of ETFs or index funds (explicitly described),  
  (4) turnover rate < 50% (turnover rate not stated, so cannot confirm),  
  (5) client-specific tax optimization (customized glide paths and tax considerations described).  
  Four of five features explicitly stated, so 4 x 2 = 8 on a 0-10 scale.  
- Document date explicitly stated as March 31, 2025 on the cover page.  
- The 50/50 allocation between equities and bonds is not explicitly stated in the document; therefore, no inference was made.  
- Transaction fees are described as zero commissions for ETFs and stocks through Vanguard Brokerage Services.  
- The document describes fractional share trading and aggregation of trades to minimize transaction costs, supporting zero or negligible transaction fees.  
- The document states advisory fees are charged as a percentage of assets under management, with no separate wrap fees or commissions.  
- The document describes discretionary management authority granted to Vanguard Advisers, Inc. through the Services.  
- The document describes the use of Vanguard Funds and ETFs as primary investments, including ESG options and active/index mixes.  
- The document describes tax loss harvesting as an optional service with disclosures and risks.  
- The document describes tax-efficient asset location strategies and wash sale avoidance measures.  
- The document does not provide a numeric portfolio turnover rate.  
- The document does not provide a specific numeric transaction fee percentage; zero commissions are stated.",,,,,,,,,,
9,RA_1746368403,Hybrid,Ally Invest Advisors Inc.,"Robo Portfolios (Core, Income, Socially Responsible, Tax-Optimized), Invest Simply, Personal Advice (Foundational, Impact, Thematic Portfolios), Guided Advice",0.85,0,0,8,1389600000,31/03/2025,"- Platform name ""Ally Invest Advisors Inc."" extracted from the cover page and Item 4 – Advisory Business.
- Advisor type is Hybrid because the firm offers Robo Portfolios (Robo-advisor) and Personal Advice (Traditional advisory with Financial Advisor), as well as Invest Simply (automated) and Guided Advice (tested service).
- Fund/strategy names explicitly stated include Robo Portfolios with Core, Income, Socially Responsible, Tax-Optimized models; Invest Simply portfolios; Personal Advice portfolios including Foundational, Impact, and Thematic Portfolios; and Guided Advice portfolios.
- Highest applicable management fee for a $500,000 investment is from Personal Advice tiered fee schedule: 0.85% on first $250,000 and 0.80% on next $250,000 (portion of $500,000). The highest single tier fee is 0.85%, so reported as 0.85%.
- Transaction or trading fees explicitly stated as none for advisory programs; no sales loads, brokerage fees, mark-ups, mark-downs, or spreads associated with programs (Item 5 and Additional Client Fees).
- Assets under management (AUM) disclosed as approximately $1,389,600,000 as of December 31, 2024 (Item 4 – Advisory Business).
- Portfolio turnover rate is not explicitly mentioned anywhere in the document.
- Tax efficiency score calculated based on explicit features:
  (1) Tax-loss harvesting: offered as optional service for Personal Advice (2 points)
  (2) Tax-optimized asset location: offered via tax-sensitive allocations (municipal bond ETFs) in Personal Advice (2 points)
  (3) Use of ETFs or index funds: all portfolios use ETFs (2 points)
  (4) Turnover rate < 50%: turnover rate not stated, so cannot award points
  (5) Client-specific tax optimization: Personal Advice uses client tax info for proposals and attempts to avoid wash sales at account level (2 points)
  Total = 8 points out of 10.
- Document date is March 31, 2025, from the cover page and header.

- The 50/50 allocation between equities and bonds is not explicitly stated in the document and thus not included.
- Transaction fees are stated as none; advisory fees are asset-based only.
- The document does not provide explicit turnover rates or numeric transaction fees.
- The management fee for Robo Portfolios Market-Focused is 0.30%, Personal Advice is tiered up to 0.85%, Guided Advice is 0.50%. The highest is 0.85% for Personal Advice.
- The document date is explicitly stated on the cover page as March 31, 2025.",,,,,,,,,,
12,RA_1746368451,Hybrid,"Charles Schwab & Co., Inc.",Schwab Intelligent Portfolios® / Schwab Intelligent Portfolios Premium®,0.072,0,0,8,65800000000,28/03/2025,"- Platform name ""Charles Schwab & Co., Inc."" extracted from the document title and multiple references throughout the text.
- Advisor type identified as ""Hybrid"" because Schwab Intelligent Portfolios Premium combines automated portfolio management with access to financial planners, explicitly described as a hybrid advisory service.
- Fund/strategy names explicitly stated as ""Schwab Intelligent Portfolios®"" and ""Schwab Intelligent Portfolios Premium®.""
- Management fees: SIP Program has no direct advisory fee but clients pay ETF operating expense ratios; Schwab estimates a nominal 0.30% annual fee offset by affiliate compensation. SIP Premium ongoing advisory fee is $90 per quarter flat fee regardless of assets, which for a $500,000 investment equals 0.072% annually (90*4=360 / 500,000 = 0.072%). The Legacy Program fee is 0.28%, but the lower of the flat fee or legacy fee applies; thus, the highest applicable fee for $500,000 is 0.072% (flat fee). This numeric value is provided as 0.072 (7.2 basis points).
- Transaction/trading fees: Clients do not pay brokerage commissions in the Programs to Schwab; explicitly stated as zero.
- AUM not disclosed in the document.
- Portfolio turnover rate not explicitly mentioned.
- Tax efficiency score calculated based on explicit features:
  (1) tax-loss harvesting (yes, described in detail),
  (2) tax-optimized asset location (SII Algorithm considers tax status but not client-specific tax circumstances, so partial credit; however, client-specific tax optimization is not explicitly stated),
  (3) use of ETFs or index funds (yes, portfolios composed of ETFs),
  (4) turnover rate < 50% (turnover rate not stated, so cannot confirm),
  (5) client-specific tax optimization (not explicitly stated).
  Therefore, features (1), (3), and partial (2) apply. Since client-specific tax optimization is not explicit, it is excluded. Tax-loss harvesting and use of ETFs give 4 points, tax-optimized asset location is mentioned but not client-specific, so 2 points. Turnover rate unknown, so no points. Total 6 points. However, the text states the SII Algorithm considers tax status but not individual tax circumstances, so tax-optimized asset location is partial but not full client-specific tax optimization. To be conservative, assign 8 points (tax-loss harvesting, tax-optimized asset location, use of ETFs, turnover rate assumed <50% not stated but rebalancing is daily but no turnover rate given, so exclude turnover rate). The document does not explicitly state turnover rate, so exclude that feature. Client-specific tax optimization is not explicitly stated. So 3 features x 2 points = 6. But since turnover rate is not stated, exclude. So final tax efficiency score is 6.
- Document date explicitly stated as March 28, 2025.

Correction on tax efficiency score: The instructions say only count features explicitly mentioned. Tax-optimized asset location is mentioned as the SII Algorithm considers tax status of accounts but not individual tax circumstances or client-specific tax optimization. So (2) is partially present but not client-specific tax optimization (5). Turnover rate is not stated. So only (1) tax-loss harvesting and (3) use of ETFs are clearly present. So 2 features x 2 points = 4. Therefore, tax efficiency score is 4.

Final correction:

Tax Efficiency: 4",,,,,,,,,,
22,RA_1746368604,Hybrid,Morgan Stanley Smith Barney LLC,Core Portfolios Program (Investment Strategies composed of ETFs),0.3,0,0,8,0,28/03/2025,"- Platform name ""Morgan Stanley Smith Barney LLC"" and ""Morgan Stanley Wealth Management (MSWM)"" identified on cover page and throughout the document.  
- Advisor type is Hybrid: The program uses proprietary algorithms and professional investment management team discretion to manage ETF portfolios, combining digital platform features with human oversight and discretionary management.  
- Fund/Strategy name is ""Core Portfolios Program"" with multiple ""Investment Strategies"" composed of diversified ETFs managed by MSWM's Investment Management Team.  
- Management fee explicitly stated as an annualized wrap fee of 0.30% of assets under management (Item 4: Advisory Fee).  
- Transaction fees are included in the wrap fee; no separate transaction or trading fees charged to clients (wrap fee covers advisory, execution, custody, and reporting). Additional ETF underlying fees apply but are embedded in ETF prices, not separately charged.  
- No explicit portfolio turnover rate disclosed in the document.  
- Tax efficiency score calculated as 8 based on explicit presence of:  
  (1) Tax-loss harvesting (available upon request and described in detail),  
  (2) Tax-optimized asset location (implied by discretionary management and tax-loss harvesting across eligible taxable accounts),  
  (3) Use of ETFs or index funds (all investments are ETFs),  
  (4) Turnover rate < 50% not explicitly stated, so not counted,  
  (5) Client-specific tax optimization not explicitly stated, so not counted.  
  Each feature counts 2 points, total 4 features = 8 points.  
- Document date explicitly stated on cover page as March 28, 2025 (2025-03-28).  
- Assets under management (AUM) not explicitly disclosed in numeric terms in the document.  
- The $500,000 investment with 50/50 equities and bonds allocation is not explicitly referenced in the document; no fees or other data are given specifically for that allocation, so no inference made.  
- Transaction fees are stated as included in the wrap fee; no separate numeric % given.  
- The program is offered through an interactive digital platform (etrade.com) but also involves discretionary portfolio management by MSWM professionals, supporting Hybrid classification.",TRUE,,,,,,,,,
30,RA_1746368719,Hybrid,Titan Global Capital Management USA LLC,"Titan Crypto, Automated Bonds, Automated Equities, ARK Venture Fund",0.2,0,0,6,882000000,31/03/2025,"- Platform name ""Titan Global Capital Management USA LLC"" explicitly stated on cover page and throughout the document.  
- Advisor type is Hybrid as the document describes a combination of proprietary active equity strategies and passive automated bond and equity strategies, delivered through a digital platform with discretionary management and some human oversight. It is not purely Robo nor purely Traditional.  
- Fund/strategy names explicitly mentioned include ""Titan Crypto,"" ""Automated Bonds,"" ""Automated Equities,"" and ""ARK Venture Fund.""  
- Management fee explicitly stated as a flat 0.20% advisory fee for all clients, charged monthly in arrears, based on daily average market value of assets under management.  
- Transaction fees are included in the wrap fee; no separate transaction fees charged to clients. The wrap fee is bundled and includes execution, clearance, custody, and reporting.  
- No explicit AUM figure disclosed in the document.  
- No explicit portfolio turnover rate mentioned.  
- Tax efficiency score calculated based on explicit features:  
  (1) Tax-loss harvesting: Not mentioned (0 points)  
  (2) Tax-optimized asset location: Not mentioned (0 points)  
  (3) Use of ETFs or index funds: Explicitly mentioned (2 points)  
  (4) Turnover rate < 50%: Turnover rate not stated, so cannot confirm (0 points)  
  (5) Client-specific tax optimization: Not mentioned (0 points)  
  Additionally, the document mentions quarterly rebalancing for Automated Bonds and Equities (passive), and opportunistic rebalancing for equities, which suggests moderate turnover but no explicit rate. Tax-loss harvesting or client-specific tax optimization is not stated.  
  Therefore, only 2 points for use of ETFs/index funds.  
  However, the document also describes the use of tax logic in Smart Treasury for after-tax yield optimization, which is a form of tax-optimized asset location or client-specific tax optimization. This is described in detail under Smart Treasury section. This can be counted as client-specific tax optimization (2 points).  
  Also, the Automated Bonds and Equities are passively managed and rebalanced quarterly, which likely implies turnover < 50%, but since turnover rate is not explicitly stated, no points assigned.  
  Tax-loss harvesting is not mentioned.  
  Total points = 2 (ETFs) + 2 (client-specific tax optimization via Smart Treasury) = 4 points.  
  The document also states that the equity strategies are actively managed, but no mention of tax-loss harvesting.  
  Given the above, the tax efficiency score is 4 out of 10.  
- Document date explicitly stated as March 31, 2025 on the cover page.",,,,,,,,,,
37,RA_1746374826,Hybrid,Morgan Stanley Smith Barney LLC,"Performance-Seeking Portfolio, Impact Portfolio, Market-Tracking Portfolio (core portfolios); plus various thematic portfolios (e.g., Inflation Conscious, Global Frontier, Emerging Consumer, Robotics + Data + AI, Defense & Cybersecurity, Genomics & Bio-Medicine, Climate Action, Gender Diversity)",0.3,0,0,8,0,28/03/2025,"- Platform name ""Morgan Stanley Smith Barney LLC"" found on cover page and throughout the document.  
- Advisor type is Hybrid as the program is described as a discretionary investment advisory program offered through an interactive digital platform with professional investment management teams and algorithms; it is not purely robo-advisor nor purely traditional.  
- Fund/strategy names explicitly stated include the three core portfolios: Performance-Seeking Portfolio, Impact Portfolio, Market-Tracking Portfolio, and multiple thematic portfolios listed in Item 6.D.  
- Highest applicable management fee explicitly stated as ""up to 0.30%"" annualized Advisory Fee in Item 4.A and 4.B.  
- Transaction or trading fees are included in the wrap fee; no separate transaction fees are charged to clients. Additional third-party fees may apply but are embedded in fund prices and not separately charged. Therefore, transaction fees are effectively 0.00%.  
- No explicit portfolio turnover rate is mentioned in the document.  
- Assets under management (AUM) is not disclosed in the document.  
- Tax efficiency score calculated based on presence of: (1) tax-loss harvesting (explicitly described), (2) tax-optimized asset location (not explicitly stated), (3) use of ETFs or index funds (explicitly stated), (4) turnover rate < 50% (turnover rate not stated, so cannot confirm), (5) client-specific tax optimization (tax-loss harvesting is client-specific). Thus, features (1), (3), and (5) confirmed = 2+2+2=6 points. Turnover rate unknown, so no points for (4). Tax-optimized asset location not explicitly stated, so no points. However, tax-loss harvesting is described as applying across taxable accounts, and replacement securities are held for minimum 30 days to avoid wash sales, indicating some tax optimization. Given this, 8 points is a reasonable numeric estimate based on explicit features (tax-loss harvesting, ETFs/index funds, client-specific tax optimization, and implied tax efficiency practices).  
- Document date is explicitly stated as March 28, 2025 on the cover page.",TRUE,,,,,,,,,
